id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
3708694826,鲁滨逊漂流记,"《世界文学名著典藏•全译本:鲁滨逊漂流记》是英国作家丹尼尔·笛福59岁时发表的第一部小说，享有英国第一部现实主义长篇小说的美誉。该书首次出版于1719年4月25日，在当时社会赢得了广大的读者群，一年之内就再版三次。随后的几十年当中，它一版再版，成为继《圣经》之后出版的英语语言读物中阅读范围最广的图书之一，而且在西方文学史上没有任何一本著作像《鲁滨逊漂流记》一样产生数目如此巨大的译本和改写本。其文学影响及对人类社会的深远意义是许多其他著作所无可比拟的。这部作品通过作者丰富的想像力，鲜明地反映了18世纪英国社会的时代特征，真实地描写了离开社会28年之久的人所经历的逆境和绝望感，还有对信仰的体验和对生活无尽的挑战。

海报：",https://img1.doubanio.com/view/subject/l/public/s33701869.jpg,2012-7,https://book.douban.com/subject/1832460/,8.5,,5,,,2023-03-02 16:18:26,丹尼尔·笛福 / 2012 / 长江文艺出版社
